phase,sleepHours,sleepQuality,energy,mood,muscleSoreness,sleepDebt,acuteLoad,chronicLoad,recoveryScore
Early Luteal,7.6,4,4,4,2,0.4,132.4,49.6,67.4
Follicular,8.1,5,4,5,4,0.0,468.4,568.4,53.3
Ovulation,8.0,4,4,3,3,0.0,350.8,351.0,58.7
Late Luteal,6.4,3,2,1,1,1.6,6.3,0.0,47.3
Early Luteal,7.5,4,3,3,1,0.5,17.8,117.8,67.1
Ovulation,6.1,3,3,3,2,1.9,181.8,165.0,46.5
Late Luteal,6.9,2,3,2,1,1.1,20.9,0.0,49.2
Follicular,7.3,5,4,3,3,0.7,284.1,250.2,57.6
Late Luteal,6.5,3,2,2,3,1.5,427.6,347.2,30.2
Ovulation,7.4,4,3,4,2,0.6,128.3,228.3,61.1
Follicular,7.3,5,5,4,2,0.7,68.5,0.0,69.2
Follicular,7.6,4,3,4,2,0.4,204.0,222.9,67.2
Menstrual,5.9,2,2,2,3,2.1,301.2,228.5,25.8
Late Luteal,6.4,3,2,2,2,1.6,283.6,383.6,40.2
Early Luteal,6.6,3,4,3,2,1.4,138.3,188.7,49.2
Late Luteal,6.6,3,2,3,3,1.4,286.0,250.4,34.0
Follicular,7.7,4,4,3,2,0.3,288.4,174.3,57.9
Follicular,5.1,2,3,2,1,2.9,53.8,91.1,40.7
Early Luteal,6.0,2,2,2,3,2.0,168.7,105.8,25.5
Ovulation,5.6,3,4,4,2,2.4,221.3,283.2,46.9
Late Luteal,6.0,3,2,2,1,2.0,5.2,37.0,46.7
Late Luteal,7.2,3,2,3,2,0.8,81.0,0.0,49.8
Menstrual,5.7,3,2,2,3,2.3,462.1,414.4,23.1
Early Luteal,6.6,3,3,4,2,1.4,112.8,32.0,53.3
Ovulation,6.0,3,4,3,3,2.0,409.5,508.8,39.9
Follicular,7.3,3,3,4,1,0.7,21.2,56.8,59.7
Follicular,7.6,4,4,4,3,0.4,160.1,260.1,60.2
Early Luteal,7.3,4,4,4,1,0.7,87.2,109.6,73.3
Ovulation,5.0,1,2,2,1,3.0,26.1,126.1,29.3
Follicular,6.2,3,3,3,3,1.8,329.2,193.5,35.0
Ovulation,7.6,5,4,3,2,0.4,111.1,72.6,74.5
Follicular,7.3,5,2,4,5,0.7,756.9,732.0,37.1
Menstrual,6.2,3,2,1,2,1.8,287.8,166.9,27.7
Follicular,6.4,3,3,3,2,1.6,106.5,89.3,42.2
Ovulation,9.0,4,4,4,3,0.0,228.6,233.2,63.8
Late Luteal,5.5,3,3,3,1,2.5,89.8,189.8,41.9
Late Luteal,4.7,1,2,2,1,3.3,57.0,4.6,29.7
Late Luteal,6.4,2,3,3,1,1.6,97.8,143.9,38.2
Late Luteal,6.8,3,3,3,2,1.2,106.5,123.5,44.2
Follicular,8.2,4,4,4,1,0.0,100.9,35.8,73.6
Follicular,5.9,3,4,4,1,2.1,53.3,45.0,49.3
Follicular,7.5,4,4,4,3,0.5,385.4,342.5,52.4
Late Luteal,7.3,4,3,3,2,0.7,323.6,254.7,52.6
Follicular,7.2,4,3,3,3,0.8,237.1,165.9,50.7
Ovulation,5.6,3,4,4,2,2.4,218.1,38.5,42.8
Follicular,9.5,5,5,4,1,0.0,114.5,0.0,90.7
Follicular,7.5,3,4,4,2,0.5,75.1,175.1,58.3
Follicular,6.5,2,3,3,2,1.5,279.3,326.6,39.5
Menstrual,6.4,3,3,4,3,1.6,215.6,190.7,36.7
Late Luteal,6.9,2,2,2,2,1.1,123.5,139.7,34.3
Late Luteal,6.6,3,2,2,3,1.4,277.5,276.8,31.1
Late Luteal,7.4,4,2,3,3,0.6,353.7,453.7,46.8
Follicular,6.3,5,3,4,4,1.7,626.4,719.9,40.0
Late Luteal,7.4,3,3,4,2,0.6,202.1,157.2,53.5
Early Luteal,7.4,4,2,3,5,0.6,614.3,573.7,32.2
Late Luteal,7.6,4,3,2,2,0.4,242.9,301.8,57.0
Follicular,7.3,4,4,3,2,0.7,234.6,264.9,51.4
Early Luteal,6.5,3,3,3,3,1.5,297.4,321.4,37.5
Early Luteal,5.7,3,3,2,3,2.3,391.7,272.0,28.6
Follicular,7.3,5,4,4,1,0.7,64.4,107.4,76.1
Follicular,5.2,4,3,3,1,2.8,72.8,0.0,49.2
Early Luteal,6.1,3,3,4,2,1.9,126.1,144.6,45.5
Follicular,6.4,4,4,4,3,1.6,343.4,326.9,47.2
Menstrual,7.4,3,2,3,3,0.6,258.6,358.6,39.8
Ovulation,7.1,4,3,2,3,0.9,384.3,442.2,56.0
Late Luteal,7.9,3,3,3,2,0.1,136.1,48.9,54.6
Follicular,6.1,3,3,4,4,1.9,615.6,560.8,26.5
Ovulation,6.6,3,4,4,1,1.4,36.9,0.0,59.9
Early Luteal,8.2,4,4,4,1,0.0,225.2,325.2,76.0
Menstrual,6.5,3,3,3,1,1.5,49.2,0.0,49.1
Ovulation,7.2,4,5,5,2,0.8,320.1,420.1,59.8
Menstrual,6.0,3,3,3,2,2.0,119.1,12.9,40.2
Menstrual,7.8,3,3,3,4,0.2,652.8,563.3,34.9
Early Luteal,7.0,3,4,3,3,1.0,459.2,388.3,38.9
Follicular,7.6,4,4,4,1,0.4,26.5,0.0,76.9
Late Luteal,6.2,3,3,2,1,1.8,95.6,83.5,48.6
Ovulation,8.5,4,4,5,2,0.0,199.7,129.0,73.7
Early Luteal,7.1,3,3,3,2,0.9,247.9,295.8,45.4
Late Luteal,4.6,2,2,1,2,3.4,230.1,330.1,21.0
Early Luteal,5.1,3,2,3,4,2.9,516.3,600.7,18.6
Late Luteal,6.7,2,2,2,2,1.3,243.4,233.7,35.1
Early Luteal,7.1,4,3,3,2,0.9,191.3,151.7,55.0
Late Luteal,7.8,3,3,4,1,0.2,64.1,100.8,59.4
Early Luteal,7.2,4,4,3,4,0.8,549.5,512.9,40.3
Early Luteal,7.5,4,3,3,1,0.5,68.0,0.0,62.6
Follicular,7.8,5,5,5,1,0.2,102.8,39.1,79.9
Late Luteal,6.4,2,2,2,4,1.6,637.3,511.6,15.8
Early Luteal,6.6,2,3,3,1,1.4,156.9,191.8,49.0
Early Luteal,7.2,4,4,5,3,0.8,298.8,212.9,47.8
Ovulation,6.4,2,3,3,2,1.6,44.8,0.0,45.5
Late Luteal,4.9,2,1,2,1,3.1,102.5,190.9,25.3
Early Luteal,7.0,3,2,3,3,1.0,352.9,364.2,36.7
Early Luteal,7.3,4,3,3,3,0.7,323.3,174.5,46.9
Late Luteal,6.8,3,2,4,2,1.2,49.9,0.0,43.4
Late Luteal,7.2,4,3,4,1,0.8,97.2,20.2,57.2
Early Luteal,7.6,4,4,4,1,0.4,43.6,41.1,70.6
Follicular,7.4,3,4,4,1,0.6,62.6,46.5,64.5
Menstrual,9.2,4,4,4,3,0.0,330.1,389.2,61.5
Follicular,6.1,2,3,3,1,1.9,65.3,26.0,45.1
Menstrual,6.4,3,3,2,2,1.6,159.2,76.0,42.7
Late Luteal,8.3,3,2,3,1,0.0,114.7,214.7,63.9
Ovulation,8.8,4,4,4,2,0.0,93.6,189.9,74.0
Follicular,8.4,4,4,4,1,0.0,15.4,0.0,76.5
Menstrual,4.9,2,1,1,2,3.1,249.8,326.6,15.5
Menstrual,5.7,2,3,2,2,2.3,143.7,243.7,28.9
Follicular,8.5,4,4,4,3,0.0,369.7,328.6,60.7
Late Luteal,5.7,3,3,1,2,2.3,206.2,97.8,35.6
Early Luteal,6.7,4,3,3,4,1.3,557.6,554.3,36.1
Ovulation,5.3,4,4,4,4,2.7,626.5,726.5,27.5
Early Luteal,7.5,4,4,5,2,0.5,95.9,115.5,62.4
Menstrual,6.6,3,3,2,1,1.4,24.4,0.0,43.0
Follicular,7.2,3,4,3,2,0.8,125.2,164.8,55.3
Late Luteal,6.6,3,3,1,1,1.4,62.2,0.0,47.0
Late Luteal,6.3,3,2,3,1,1.7,91.4,25.6,49.3
Ovulation,6.6,2,3,4,3,1.4,246.0,234.2,36.4
Late Luteal,8.8,3,3,3,1,0.0,30.1,61.5,67.9
Menstrual,6.7,3,3,2,1,1.3,79.6,146.6,49.4
Menstrual,7.5,4,3,3,2,0.5,319.2,302.1,58.0
Early Luteal,5.3,3,3,3,3,2.7,293.2,295.7,28.4
Early Luteal,8.6,5,4,4,3,0.0,466.5,443.2,58.2
Early Luteal,5.5,3,2,3,1,2.5,65.6,157.4,42.8
Follicular,9.0,4,3,3,4,0.0,432.5,318.3,55.7
Menstrual,7.8,4,2,2,3,0.2,350.2,397.1,47.2
Follicular,6.8,3,3,3,2,1.2,218.4,92.6,45.8
Early Luteal,7.3,4,3,2,3,0.7,348.1,448.1,48.4
Late Luteal,6.4,3,2,2,2,1.6,183.2,162.0,40.3
Menstrual,5.6,3,2,3,2,2.4,165.6,233.0,32.7
Early Luteal,9.3,5,3,4,4,0.0,611.5,711.5,54.1
Early Luteal,7.5,5,5,3,2,0.5,273.4,274.2,68.0
Early Luteal,8.7,4,3,3,3,0.0,428.1,524.1,55.8
Menstrual,8.1,4,3,3,2,0.0,163.8,188.5,61.0
Follicular,7.6,5,3,3,2,0.4,284.6,142.3,68.9
Follicular,7.8,4,3,4,3,0.2,464.5,542.5,55.3
Menstrual,7.6,4,2,2,4,0.4,475.6,441.7,41.0
Early Luteal,7.8,5,5,4,1,0.2,15.6,115.6,76.6
Menstrual,7.3,5,4,3,2,0.7,290.4,275.5,60.0
Follicular,7.2,3,3,3,3,0.8,445.8,490.2,36.8
Follicular,6.0,4,2,4,5,2.0,686.4,683.2,22.1
Early Luteal,7.3,4,4,4,3,0.7,329.0,309.6,56.6
Follicular,7.4,3,4,4,5,0.6,800.0,782.9,33.4
Late Luteal,7.7,3,4,2,2,0.3,175.0,231.3,54.9
Late Luteal,8.2,3,3,4,2,0.0,132.7,107.5,53.9
Late Luteal,7.1,3,2,1,3,0.9,331.8,304.4,33.4
Late Luteal,7.0,4,3,2,1,1.0,92.1,105.9,61.3
Late Luteal,5.7,2,3,3,2,2.3,74.1,137.4,36.7
Early Luteal,7.3,5,3,2,1,0.7,62.8,70.7,73.6
Menstrual,7.4,4,3,2,1,0.6,8.6,59.1,61.5
Late Luteal,7.7,4,2,2,4,0.3,459.1,363.8,40.1
Menstrual,8.2,4,4,4,1,0.0,30.2,59.9,68.5
Ovulation,7.3,3,5,3,1,0.7,68.9,101.4,65.9
Early Luteal,5.3,2,3,3,2,2.7,221.9,242.6,31.5
Early Luteal,4.3,1,2,3,2,3.7,245.6,345.6,9.7
Early Luteal,5.6,2,2,2,2,2.4,139.1,70.8,28.2
Menstrual,7.0,3,3,3,1,1.0,96.6,20.3,50.9
Follicular,8.5,3,3,2,3,0.0,248.6,244.5,55.5
Early Luteal,7.0,3,3,3,2,1.0,305.2,192.9,52.0
Late Luteal,6.9,3,2,4,3,1.1,327.1,384.6,39.2
Follicular,6.4,4,3,4,2,1.6,229.7,260.9,51.4
Follicular,7.1,4,4,5,2,0.9,144.2,95.6,58.6
Early Luteal,6.7,3,3,4,4,1.3,496.3,476.7,30.2
Ovulation,5.3,4,4,4,2,2.7,161.6,177.0,45.9
Late Luteal,6.8,3,2,2,2,1.2,134.2,224.1,39.1
Late Luteal,6.2,3,3,2,3,1.8,418.8,515.8,39.3
Follicular,6.4,3,4,4,2,1.6,290.5,273.0,46.0
Early Luteal,8.1,4,4,4,1,0.0,90.6,25.5,77.4
Menstrual,7.0,3,2,2,5,1.0,800.0,765.9,10.8
Follicular,7.0,3,4,4,3,1.0,444.1,321.6,39.0
Follicular,7.8,3,4,2,2,0.2,94.6,14.9,60.8
Follicular,8.7,4,4,4,3,0.0,337.1,340.5,62.3
Late Luteal,6.1,3,2,2,3,1.9,443.1,444.4,29.5
Menstrual,4.3,1,2,3,4,3.7,510.1,493.6,0.0
Early Luteal,6.5,3,2,3,3,1.5,232.0,94.1,35.5
Late Luteal,7.6,4,4,3,2,0.4,138.3,138.0,61.0
Early Luteal,5.7,3,3,4,3,2.3,348.8,344.0,25.7
Early Luteal,6.7,3,3,3,2,1.3,70.1,77.8,51.0
Early Luteal,5.5,3,3,3,1,2.5,29.4,0.0,49.1
Menstrual,6.5,4,2,4,3,1.5,438.7,387.6,35.3
Follicular,5.5,5,3,3,1,2.5,73.2,0.0,56.7
Ovulation,6.6,3,2,3,4,1.4,536.1,636.1,34.5
Early Luteal,7.3,3,3,4,2,0.7,150.1,111.6,52.6
Early Luteal,6.8,3,4,3,2,1.2,198.9,298.9,45.7
Follicular,7.6,5,4,4,3,0.4,351.9,381.6,60.5
Early Luteal,7.1,4,3,2,2,0.9,165.1,265.1,55.4
Ovulation,9.0,4,4,4,2,0.0,254.3,276.8,68.2
Late Luteal,7.7,3,2,2,2,0.3,48.2,65.7,51.6
Early Luteal,8.0,3,2,2,2,0.0,110.6,210.6,57.9
Follicular,8.6,4,4,5,2,0.0,368.6,349.5,65.6
Late Luteal,7.4,3,3,3,3,0.6,321.4,421.4,36.3
Early Luteal,8.5,4,3,4,2,0.0,201.4,301.4,65.1
Follicular,7.0,3,3,3,3,1.0,393.8,361.2,39.2
Follicular,6.9,3,3,4,2,1.1,91.6,113.6,52.6
Follicular,4.8,2,2,2,2,3.2,133.8,119.8,30.4
Follicular,8.0,5,5,5,1,0.0,58.7,158.7,78.6
Follicular,6.3,2,4,3,2,1.7,143.9,4.1,41.9
Follicular,7.5,3,3,3,3,0.5,248.1,287.4,44.8
Follicular,6.7,3,3,3,2,1.3,163.9,34.1,44.5
Follicular,9.0,5,5,5,3,0.0,404.2,475.6,69.7
Late Luteal,7.2,3,2,2,5,0.8,628.1,686.4,23.9
Follicular,6.8,2,4,3,1,1.2,96.5,47.3,46.3
Early Luteal,8.8,5,4,4,1,0.0,9.1,0.0,89.9
Early Luteal,6.3,2,3,3,2,1.7,316.9,380.3,32.1
Follicular,7.6,4,4,3,1,0.4,79.3,120.1,69.8
Ovulation,7.4,4,4,3,1,0.6,78.7,0.0,75.7
Follicular,6.6,2,3,3,2,1.4,109.3,0.0,41.7
Ovulation,7.0,2,3,3,4,1.0,600.2,671.2,29.4
Late Luteal,6.4,3,2,2,3,1.6,324.9,229.0,35.6
Late Luteal,7.1,3,3,2,3,0.9,458.8,409.2,34.8
Late Luteal,6.4,4,3,3,2,1.6,283.2,383.2,47.0
Follicular,7.9,5,4,4,3,0.1,310.9,284.8,59.5
Early Luteal,7.4,4,4,4,4,0.6,660.7,586.4,37.6
Early Luteal,6.9,3,3,3,1,1.1,57.9,87.5,54.6
Follicular,9.5,5,4,5,3,0.0,403.2,334.3,71.5
Menstrual,6.3,3,3,4,3,1.7,406.4,421.8,33.0
Late Luteal,4.9,2,1,1,3,3.1,310.8,401.6,11.6
Early Luteal,4.5,1,2,2,1,3.5,122.6,145.7,18.7
Follicular,7.5,5,4,4,2,0.5,73.3,30.5,68.4
Follicular,7.4,4,4,4,2,0.6,271.3,256.9,66.7
Late Luteal,6.8,3,2,1,4,1.2,429.1,528.7,27.4
Late Luteal,8.1,3,3,3,3,0.0,284.6,335.8,46.1
Follicular,6.1,4,3,4,3,1.9,239.0,324.1,45.4
Ovulation,8.1,5,5,5,2,0.0,354.3,361.7,76.8
Menstrual,7.4,4,2,2,1,0.6,80.5,56.3,56.7
Ovulation,7.6,5,4,5,2,0.4,228.2,191.5,72.0
Follicular,7.3,4,5,4,1,0.7,45.5,48.8,67.1
Early Luteal,6.1,3,4,3,2,1.9,156.5,256.5,43.7
Follicular,5.3,3,4,2,2,2.7,135.0,79.6,32.5
Follicular,6.2,3,3,3,3,1.8,347.8,447.8,38.2
Follicular,7.5,5,5,5,1,0.5,32.6,132.6,78.5
Ovulation,6.0,4,4,4,3,2.0,376.3,424.1,38.7
Menstrual,6.9,2,2,1,3,1.1,447.2,452.7,23.8
Follicular,7.1,5,3,3,4,0.9,603.2,586.9,45.8
Follicular,6.6,3,3,2,2,1.4,313.5,242.0,45.8
Follicular,7.3,5,4,4,1,0.7,121.1,162.0,76.1
Ovulation,5.4,3,4,4,2,2.6,164.6,264.6,44.8
Early Luteal,7.0,3,3,3,2,1.0,227.1,199.5,47.2
Early Luteal,8.6,4,4,4,2,0.0,196.2,188.5,65.6
Late Luteal,5.6,3,3,2,1,2.4,3.3,0.0,41.8
Late Luteal,6.8,3,4,3,1,1.2,78.5,85.8,47.0
Follicular,6.7,3,3,3,2,1.3,298.2,321.8,42.9
Late Luteal,5.2,4,3,3,2,2.8,218.0,185.6,37.4
Late Luteal,6.5,3,3,1,2,1.5,87.6,0.0,41.3
Follicular,8.6,5,3,3,4,0.0,610.5,710.5,56.0
Early Luteal,5.2,1,3,3,2,2.8,177.6,86.7,23.0
Early Luteal,7.1,4,3,4,3,0.9,362.0,458.4,49.5
Early Luteal,6.5,3,3,2,2,1.5,173.8,222.9,42.0
Follicular,8.7,5,4,4,2,0.0,228.0,294.0,76.0
Late Luteal,6.0,3,2,2,3,2.0,292.4,231.2,25.3
Late Luteal,6.8,2,2,1,2,1.2,187.9,229.0,33.4
Menstrual,5.6,3,2,3,2,2.4,124.1,0.0,28.4
Ovulation,6.7,3,3,4,1,1.3,60.5,102.5,53.9
Early Luteal,6.8,2,3,4,2,1.2,213.3,245.8,39.1
Follicular,8.2,4,4,4,3,0.0,358.6,318.7,58.6
Follicular,9.2,5,5,4,2,0.0,191.8,264.4,77.0
Late Luteal,8.2,3,3,4,2,0.0,295.5,199.4,49.9
Early Luteal,6.0,4,3,3,2,2.0,141.2,26.8,52.0
Early Luteal,7.9,5,4,3,1,0.1,8.0,9.4,77.8
Menstrual,6.0,2,2,2,1,2.0,89.9,156.2,34.3
Menstrual,6.2,2,3,2,2,1.8,213.1,73.1,29.4
Late Luteal,7.8,4,3,3,2,0.2,191.0,236.2,57.8
Late Luteal,7.9,3,3,4,2,0.1,275.8,320.6,50.8
Ovulation,6.9,2,4,2,1,1.1,87.3,0.0,57.8
Ovulation,5.1,3,3,4,2,2.9,24.6,0.0,44.2
Late Luteal,5.3,4,2,3,3,2.7,319.0,386.4,32.7
Late Luteal,6.0,3,2,2,1,2.0,42.5,75.2,40.7
Follicular,6.4,4,3,3,1,1.6,46.4,0.0,53.6
Early Luteal,6.8,3,3,2,4,1.2,624.1,492.3,31.7
Menstrual,7.0,2,3,2,1,1.0,109.1,57.2,44.5
Early Luteal,6.9,3,3,3,2,1.1,169.0,149.3,50.6
Menstrual,6.1,3,2,2,3,1.9,461.7,402.1,22.0
Early Luteal,6.3,3,3,4,3,1.7,298.7,384.7,33.3
Follicular,6.1,3,4,3,1,1.9,28.3,0.0,51.1
Late Luteal,6.8,3,2,2,1,1.2,82.0,0.0,46.8
Follicular,7.6,5,4,5,2,0.4,144.4,135.5,72.5
Follicular,7.6,4,4,2,3,0.4,371.4,412.5,54.5
Late Luteal,7.0,4,3,2,2,1.0,148.1,143.1,52.8
Late Luteal,6.5,3,3,3,1,1.5,164.5,74.8,47.9
Late Luteal,7.0,3,3,2,2,1.0,142.1,147.6,48.3
Follicular,5.7,4,4,3,1,2.3,137.7,237.7,53.5
Ovulation,7.4,5,4,4,3,0.6,344.4,423.9,66.8
Late Luteal,6.4,3,3,3,4,1.6,573.8,615.0,22.2
Menstrual,7.8,4,3,2,2,0.2,236.1,288.9,57.8
Late Luteal,6.6,3,2,1,2,1.4,129.7,77.1,41.1
Late Luteal,9.4,3,3,1,2,0.0,395.6,297.1,54.7
Late Luteal,5.5,3,3,3,3,2.5,436.1,536.1,20.7
Menstrual,7.1,3,3,2,2,0.9,274.6,309.1,44.7
Follicular,6.5,3,3,2,2,1.5,114.4,68.3,47.9
Late Luteal,5.4,1,2,2,3,2.6,345.2,380.1,9.7
Early Luteal,6.8,3,3,3,4,1.2,523.5,623.5,30.6
Follicular,6.5,3,3,3,2,1.5,361.8,349.3,47.0
Follicular,7.1,5,5,5,2,0.9,306.6,326.5,62.6
Late Luteal,6.2,3,3,2,2,1.8,289.9,243.0,39.4
Late Luteal,6.5,3,4,3,3,1.5,463.2,476.7,28.0
Early Luteal,6.4,2,2,1,3,1.6,347.2,438.5,21.1
Menstrual,6.1,3,3,1,1,1.9,32.1,44.3,48.3
Follicular,5.1,4,4,3,2,2.9,98.7,0.0,45.9
Early Luteal,8.0,5,3,3,2,0.0,176.8,276.8,67.6
Early Luteal,6.7,4,3,3,1,1.3,7.2,0.0,62.3
Follicular,7.3,5,4,3,2,0.7,205.3,246.5,63.9
Late Luteal,6.1,4,3,2,3,1.9,356.8,413.7,33.6
Menstrual,6.0,3,2,1,2,2.0,339.4,414.1,33.4
Ovulation,7.4,4,4,5,2,0.6,13.5,113.5,65.8
Menstrual,7.0,3,3,3,3,1.0,289.6,389.6,36.5
Follicular,7.4,3,4,4,2,0.6,99.0,193.2,53.5
Follicular,6.1,2,4,4,2,1.9,152.6,156.2,40.6
Menstrual,8.4,5,4,4,1,0.0,59.1,0.0,81.8
Late Luteal,7.3,4,3,2,2,0.7,245.4,114.6,49.7
Follicular,6.1,3,3,3,3,1.9,313.9,304.0,39.1
Late Luteal,6.8,3,3,2,1,1.2,141.5,241.5,49.2
Follicular,8.6,5,4,5,2,0.0,208.9,308.9,80.5
Follicular,6.6,3,3,4,2,1.4,114.6,169.2,51.9
Early Luteal,6.3,3,2,3,3,1.7,339.7,380.1,32.6
Menstrual,5.6,3,3,2,1,2.4,125.8,188.8,43.1
Early Luteal,7.2,3,2,3,4,0.8,496.4,354.1,37.6
Menstrual,9.5,4,3,3,2,0.0,295.3,300.3,59.6
Follicular,5.8,3,4,4,1,2.2,153.4,244.8,40.8
Ovulation,6.9,4,4,4,1,1.1,102.4,85.7,61.5
Late Luteal,6.5,3,3,3,1,1.5,154.9,75.1,45.5
Menstrual,7.0,2,2,2,2,1.0,238.9,322.6,36.0
Late Luteal,6.3,3,2,3,2,1.7,132.6,191.9,36.7
Menstrual,7.5,4,4,3,3,0.5,417.0,391.9,48.8
Follicular,7.0,4,3,2,1,1.0,74.5,0.0,67.7
Follicular,6.8,4,3,3,1,1.2,134.5,176.4,59.9
Menstrual,7.0,2,3,3,1,1.0,76.0,2.0,42.4
Follicular,6.6,3,3,4,3,1.4,457.8,450.0,37.8
Follicular,6.2,4,5,4,2,1.8,226.3,115.4,57.3
Menstrual,6.6,2,3,3,2,1.4,125.4,163.2,39.2
Ovulation,6.9,4,3,3,3,1.1,360.1,324.1,47.7
Late Luteal,7.6,4,2,3,3,0.4,487.1,587.1,50.2
Late Luteal,9.5,4,3,2,2,0.0,136.2,129.4,65.9
Early Luteal,6.2,3,3,4,2,1.8,97.4,92.1,43.9
Late Luteal,7.4,4,3,2,2,0.6,355.6,343.1,50.2
Menstrual,6.8,2,3,2,3,1.2,245.8,153.1,33.5
Menstrual,6.5,3,3,3,2,1.5,220.6,156.2,42.0
Menstrual,7.9,3,3,3,2,0.1,184.6,121.7,54.6
Ovulation,7.4,4,3,4,4,0.6,497.6,443.1,43.6
Early Luteal,6.3,3,3,3,1,1.7,78.6,88.0,48.3
Follicular,8.1,5,4,4,3,0.0,212.6,199.7,63.6
Ovulation,5.9,3,4,3,1,2.1,47.1,41.9,56.5
Follicular,6.9,3,2,3,3,1.1,434.4,369.8,45.8
Early Luteal,6.6,3,3,4,1,1.4,106.5,128.2,45.6
Follicular,6.5,4,2,3,5,1.5,800.0,877.8,21.0
Menstrual,8.1,3,2,1,3,0.0,382.8,364.2,37.3
Menstrual,5.3,3,2,3,3,2.7,224.4,173.2,24.0
Follicular,7.1,5,4,4,2,0.9,111.9,0.0,66.1
Follicular,8.6,4,5,5,1,0.0,99.6,135.0,78.6
Ovulation,7.1,4,3,3,4,0.9,504.1,370.8,43.8
Menstrual,7.0,3,3,1,1,1.0,36.7,136.7,51.3
Follicular,6.1,4,4,5,3,1.9,338.1,271.5,45.0
Follicular,7.4,3,3,3,1,0.6,128.8,131.8,62.1
Late Luteal,8.0,4,5,4,2,0.0,187.8,175.8,63.2
Follicular,8.1,4,3,4,2,0.0,240.8,146.1,65.5
Ovulation,8.2,4,4,4,1,0.0,123.4,60.5,75.2
Follicular,5.7,4,4,4,2,2.3,180.5,86.7,47.6
Follicular,8.3,4,2,2,4,0.0,434.5,534.5,52.6
Ovulation,6.8,3,3,4,2,1.2,256.6,259.7,50.9
Early Luteal,7.4,4,4,4,2,0.6,245.3,176.6,57.2
Follicular,7.8,4,2,3,3,0.2,496.7,596.7,46.1
Follicular,6.4,4,3,4,3,1.6,423.0,291.7,43.6
Late Luteal,5.4,3,2,2,3,2.6,292.5,333.9,27.7
Follicular,7.5,3,3,4,2,0.5,304.4,248.6,51.9
Late Luteal,5.4,2,3,2,1,2.6,126.7,0.0,38.5
Follicular,5.9,4,3,4,3,2.1,268.5,169.3,43.8
Ovulation,6.3,3,4,4,2,1.7,135.5,98.6,52.3
Early Luteal,6.9,4,3,4,1,1.1,56.6,79.4,63.1
Late Luteal,7.2,5,4,4,1,0.8,95.5,128.2,65.1
Early Luteal,6.8,3,4,4,2,1.2,113.0,52.1,51.8
Late Luteal,6.5,2,2,2,2,1.5,78.6,0.0,43.1
Late Luteal,5.7,3,3,2,2,2.3,237.8,335.9,31.4
Follicular,6.9,4,4,4,2,1.1,84.2,163.1,59.2
Menstrual,7.6,4,2,3,4,0.4,627.0,727.0,36.6
Late Luteal,5.1,3,2,2,2,2.9,231.2,252.1,31.4
Early Luteal,6.8,3,3,3,3,1.2,508.2,416.5,34.8
Menstrual,6.1,2,2,2,2,1.9,218.4,220.0,31.7
Ovulation,6.9,3,3,3,2,1.1,297.0,256.1,52.3
Early Luteal,6.2,3,3,3,2,1.8,107.0,49.9,47.0
Follicular,7.0,3,3,3,1,1.0,61.8,146.2,57.9
Follicular,8.2,5,4,4,3,0.0,334.9,287.3,64.1
Early Luteal,6.3,3,3,3,3,1.7,377.0,273.1,33.6
Early Luteal,7.9,3,4,3,2,0.1,277.4,287.6,57.1
Follicular,8.5,4,3,4,4,0.0,552.4,570.2,55.7
Early Luteal,7.4,4,4,4,1,0.6,0.6,0.0,69.6
Late Luteal,8.5,5,4,3,3,0.0,285.9,385.9,61.2
Menstrual,8.8,5,4,4,2,0.0,364.7,372.5,64.8
Late Luteal,7.5,4,3,3,1,0.5,47.7,147.7,64.1
Follicular,7.6,4,5,5,1,0.4,111.1,211.1,72.3
Follicular,6.4,3,3,3,3,1.6,345.3,291.1,40.9
Late Luteal,4.3,1,2,1,2,3.7,285.1,251.3,9.5
Menstrual,6.3,2,3,3,1,1.7,8.2,0.0,40.2
Late Luteal,6.8,3,2,2,2,1.2,225.2,247.2,41.8
Menstrual,5.7,2,2,2,4,2.3,522.8,469.7,10.8
Late Luteal,6.6,2,3,3,1,1.4,97.1,29.0,45.3
Early Luteal,8.5,4,3,3,1,0.0,87.1,101.0,72.7
Follicular,6.2,4,3,4,3,1.8,447.0,547.0,42.2
Late Luteal,7.2,4,3,3,2,0.8,170.8,139.1,51.7
Follicular,6.8,2,3,3,1,1.2,25.5,84.5,49.2
Follicular,6.7,4,3,4,1,1.3,104.2,32.8,56.6
Ovulation,6.0,3,3,3,2,2.0,362.3,293.2,39.8
Menstrual,7.8,3,3,4,2,0.2,334.0,203.5,49.6
Late Luteal,7.6,3,3,2,1,0.4,143.2,99.1,57.3
Ovulation,8.3,4,3,5,3,0.0,446.9,344.9,57.5
Late Luteal,5.4,3,2,3,2,2.6,225.4,322.2,33.3
Ovulation,6.7,4,4,4,3,1.3,245.9,184.3,50.2
Late Luteal,8.3,4,3,2,2,0.0,287.1,275.4,57.9
Early Luteal,5.8,2,2,1,4,2.2,683.1,508.1,9.8
Ovulation,7.0,4,4,4,1,1.0,173.1,273.1,68.1
Late Luteal,5.8,2,2,3,1,2.2,84.3,50.7,37.8
Late Luteal,8.3,4,3,2,4,0.0,611.8,524.6,43.0
Follicular,7.3,4,3,2,2,0.7,172.7,226.9,57.8
